_id,type,model
ObjectId(6a5812ed0ed82e3ccecb0049),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb004a),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb004b),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb004c),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb004d),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb004e),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb004f),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0050),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0051),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0052),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0053),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0054),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0055),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0056),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0057),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0058),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0059),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb005a),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb005b),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb005c),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb005d),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb005e),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb005f),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0060),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0061),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0062),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0063),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0064),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0065),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0066),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0067),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0068),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0069),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb006a),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb006b),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb006c),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb006d),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb006e),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb006f),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0070),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0071),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0072),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0073),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0074),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0075),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0076),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0077),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0078),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0079),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb007a),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb007b),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb007c),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb007d),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb007e),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb007f),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0080),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0081),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0082),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0083),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0084),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0085),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0086),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0087),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0088),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0089),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb008a),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb008b),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb008c),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb008d),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb008e),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb008f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0090),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0091),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0092),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0093),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0094),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0095),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0096),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0097),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0098),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0099),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb009a),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb009b),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb009c),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb009d),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb009e),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb009f),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00a0),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00a1),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00a2),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00a3),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00a4),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00a5),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00a6),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00a7),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00a8),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00a9),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00aa),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00ab),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00ac),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00ad),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00ae),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00af),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00b0),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00b1),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00b2),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00b3),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00b4),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00b5),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00b6),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00b7),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb00b8),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb00b9),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00ba),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00bb),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00bc),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00bd),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00be),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00bf),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00c0),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00c1),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00c2),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00c3),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00c4),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00c5),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00c6),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00c7),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00c8),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00c9),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00ca),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb00cb),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00cc),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00cd),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00ce),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00cf),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00d0),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00d1),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00d2),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00d3),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00d4),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00d5),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00d6),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00d7),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb00d8),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00d9),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00da),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00db),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00dc),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00dd),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00de),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00df),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00e0),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00e1),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00e2),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00e3),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00e4),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00e5),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00e6),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00e7),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00e8),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00e9),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00ea),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00eb),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00ec),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00ed),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00ee),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb00ef),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00f0),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00f1),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00f2),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb00f3),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00f4),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00f5),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00f6),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb00f7),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb00f8),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb00f9),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00fa),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb00fb),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00fc),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb00fd),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb00fe),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb00ff),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0100),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0101),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0102),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0103),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0104),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0105),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0106),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0107),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0108),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0109),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb010a),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb010b),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb010c),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb010d),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb010e),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb010f),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0110),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0111),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0112),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0113),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0114),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0115),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0116),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0117),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0118),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0119),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb011a),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb011b),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb011c),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb011d),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb011e),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb011f),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0120),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0121),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0122),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0123),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0124),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0125),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0126),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0127),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0128),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0129),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb012a),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb012b),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb012c),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb012d),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb012e),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb012f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0130),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0131),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0132),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0133),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0134),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0135),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0136),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0137),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0138),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0139),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb013a),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb013b),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb013c),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb013d),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb013e),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb013f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0140),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0141),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0142),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0143),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0144),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0145),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0146),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0147),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0148),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0149),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb014a),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb014b),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb014c),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb014d),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb014e),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb014f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0150),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0151),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0152),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0153),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0154),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0155),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0156),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0157),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0158),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0159),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb015a),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb015b),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb015c),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb015d),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb015e),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb015f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0160),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0161),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0162),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0163),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0164),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0165),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0166),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0167),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0168),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0169),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb016a),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb016b),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb016c),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb016d),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb016e),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb016f),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0170),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0171),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0172),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0173),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0174),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0175),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0176),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0177),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0178),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0179),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb017a),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb017b),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb017c),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb017d),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb017e),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb017f),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0180),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0181),television,jk23
ObjectId(6a5812ed0ed82e3ccecb0182),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0183),television,boom
ObjectId(6a5812ed0ed82e3ccecb0184),television,jk23
ObjectId(6a5812ed0ed82e3ccecb0185),television,ss2
ObjectId(6a5812ed0ed82e3ccecb0186),television,jk23
ObjectId(6a5812ed0ed82e3ccecb0187),television,k20
ObjectId(6a5812ed0ed82e3ccecb0188),television,jk23
ObjectId(6a5812ed0ed82e3ccecb0189),television,boom
ObjectId(6a5812ed0ed82e3ccecb018a),television,dj1
ObjectId(6a5812ed0ed82e3ccecb018b),television,ss2
ObjectId(6a5812ed0ed82e3ccecb018c),television,k20
ObjectId(6a5812ed0ed82e3ccecb018d),television,jk23
ObjectId(6a5812ed0ed82e3ccecb018e),television,ss2
ObjectId(6a5812ed0ed82e3ccecb018f),television,ss2
ObjectId(6a5812ed0ed82e3ccecb0190),television,boom
ObjectId(6a5812ed0ed82e3ccecb0191),television,k20
ObjectId(6a5812ed0ed82e3ccecb0192),television,k20
ObjectId(6a5812ed0ed82e3ccecb0193),television,dj1
ObjectId(6a5812ed0ed82e3ccecb0194),television,boom
ObjectId(6a5812ed0ed82e3ccecb0195),television,k20
ObjectId(6a5812ed0ed82e3ccecb0196),television,dj1
ObjectId(6a5812ed0ed82e3ccecb0197),television,boom
ObjectId(6a5812ed0ed82e3ccecb0198),television,ss2
ObjectId(6a5812ed0ed82e3ccecb0199),television,dj1
ObjectId(6a5812ed0ed82e3ccecb019a),television,dj1
ObjectId(6a5812ed0ed82e3ccecb019b),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bb7b),smart phone,platina
ObjectId(6a5813b7d1582c5aaf13bb7c),smart phone,c3
ObjectId(6a5813b7d1582c5aaf13bb7d),smart phone,pk2
ObjectId(6a5813b7d1582c5aaf13bb7e),smart phone,k9
ObjectId(6a5813b7d1582c5aaf13bb7f),smart phone,xm23
ObjectId(6a5813b7d1582c5aaf13bb80),smart phone,platina
ObjectId(6a5813b7d1582c5aaf13bb81),smart phone,c12
ObjectId(6a5813b7d1582c5aaf13bb82),smart phone,k9
ObjectId(6a5813b7d1582c5aaf13bb83),smart phone,xm23
ObjectId(6a5813b7d1582c5aaf13bb84),smart phone,platina
ObjectId(6a5813b7d1582c5aaf13bb85),smart phone,bn20
ObjectId(6a5813b7d1582c5aaf13bb86),smart phone,c3
ObjectId(6a5813b7d1582c5aaf13bb87),smart phone,bn20
ObjectId(6a5813b7d1582c5aaf13bb88),smart phone,pk2
ObjectId(6a5813b7d1582c5aaf13bb89),smart phone,pk2
ObjectId(6a5813b7d1582c5aaf13bb8a),smart phone,c12
ObjectId(6a5813b7d1582c5aaf13bb8b),smart phone,c12
ObjectId(6a5813b7d1582c5aaf13bb8c),smart phone,k9
ObjectId(6a5813b7d1582c5aaf13bb8d),smart phone,cz
ObjectId(6a5813b7d1582c5aaf13bb8e),smart phone,bn20
ObjectId(6a5813b7d1582c5aaf13bb8f),smart phone,cz
ObjectId(6a5813b7d1582c5aaf13bb90),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bb91),smart phone,cz
ObjectId(6a5813b7d1582c5aaf13bb92),smart phone,c3
ObjectId(6a5813b7d1582c5aaf13bb93),smart phone,xm23
ObjectId(6a5813b7d1582c5aaf13bb94),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bb95),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bb96),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bb97),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bb98),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bb99),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bb9a),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bb9b),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bb9c),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bb9d),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bb9e),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bb9f),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bba0),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bba1),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bba2),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bba3),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bba4),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bba5),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bba6),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bba7),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bba8),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bba9),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbaa),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbab),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbac),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbad),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbae),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbaf),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbb0),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbb1),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbb2),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbb3),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbb4),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbb5),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbb6),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbb7),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbb8),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbb9),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbba),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbbb),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbbc),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbbd),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbbe),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbbf),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbc0),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbc1),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbc2),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbc3),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbc4),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbc5),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbc6),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbc7),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbc8),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bbc9),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbca),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbcb),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbcc),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbcd),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbce),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbcf),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbd0),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbd1),laptop,ay9
